            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2448000.500000000, A.D. 1990-Apr-19 00:00:00.0000,  4.768644188530140E-02,  1.824420495836345E+01,  7.707015011794195E-01,  7.396668758901158E+01,  9.498917164800534E+01,  2.439263460615715E+06,  1.175428160689472E-02,  1.026976213334080E+02,  1.079521049068606E+02,  1.915777088638917E+01,  2.007133681441488E+01,  3.062713758608900E+04,
2448400.500000000, A.D. 1991-May-24 00:00:00.0000,  4.815195382538762E-02,  1.825015137483790E+01,  7.711938693449244E-01,  7.397685849766087E+01,  9.613949473870622E+01,  2.439358701138496E+06,  1.173992389317014E-02,  1.061500304914069E+02,  1.113556029645982E+02,  1.917338744160219E+01,  2.009662350836649E+01,  3.066459401916863E+04,
2448800.500000000, A.D. 1992-Jun-27 00:00:00.0000,  4.802118423001897E-02,  1.827887437876403E+01,  7.708111055216981E-01,  7.395293808777822E+01,  9.793134533006226E+01,  2.439493727284383E+06,  1.171467671191489E-02,  1.090258335947231E+02,  1.141214187521550E+02,  1.920092556259215E+01,  2.012297674642027E+01,  3.073068159310340E+04,
2449200.500000000, A.D. 1993-Aug-01 00:00:00.0000,  4.731948913806815E-02,  1.832519265428321E+01,  7.720417890032103E-01,  7.400799673880005E+01,  9.989599886815360E+01,  2.439641251219968E+06,  1.168319570299058E-02,  1.116825742706914E+02,  1.166074223581906E+02,  1.923540205278640E+01,  2.014561145128960E+01,  3.081348709307762E+04,
2449600.500000000, A.D. 1994-Sep-05 00:00:00.0000,  4.619166519430284E-02,  1.837817872958917E+01,  7.715630716120216E-01,  7.397045930789878E+01,  1.016487644539051E+02,  2.439759523683278E+06,  1.165336951095850E-02,  1.146805333673543E+02,  1.193716154400242E+02,  1.926820940743094E+01,  2.015824008527271E+01,  3.089235260766992E+04,
2450000.500000000, A.D. 1995-Oct-10 00:00:00.0000,  4.484024105120825E-02,  1.842775311838218E+01,  7.732368343007081E-01,  7.407913088501968E+01,  1.025188391644337E+02,  2.439816422298511E+06,  1.163105212138358E-02,  1.184515385542362E+02,  1.228473296317466E+02,  1.929284912365129E+01,  2.015794512892041E+01,  3.095162812813326E+04,
2450400.500000000, A.D. 1996-Nov-13 00:00:00.0000,  4.354684618272664E-02,  1.846287580422774E+01,  7.730286331786017E-01,  7.405858791480979E+01,  1.023825804816340E+02,  2.439782816781572E+06,  1.162144381110100E-02,  1.233928089270312E+02,  1.274344647604533E+02,  1.930348154589806E+01,  2.014408728756838E+01,  3.097721813671050E+04,
2450800.500000000, A.D. 1997-Dec-18 00:00:00.0000,  4.279640646240230E-02,  1.846943616341029E+01,  7.736264025700654E-01,  7.411381424744548E+01,  1.008609148418980E+02,  2.439650777444199E+06,  1.162892523257502E-02,  1.296592899653644E+02,  1.333074748798626E+02,  1.929520144732389E+01,  2.012096673123750E+01,  3.095728907015119E+04,
2451200.500000000, A.D. 1999-Jan-22 00:00:00.0000,  4.312800304261179E-02,  1.843564474427456E+01,  7.727943103879232E-01,  7.402111343251369E+01,  9.857339850674417E+01,  2.439461325051827E+06,  1.165485367773538E-02,  1.368183663182968E+02,  1.400704765234757E+02,  1.926657358862550E+01,  2.009750243297644E+01,  3.088841867553591E+04,
2451600.500000000, A.D. 2000-Feb-26 00:00:00.0000,  4.466946611626318E-02,  1.836424890494384E+01,  7.732031550611939E-01,  7.408228728263789E+01,  9.615133210569758E+01,  2.439295065095750E+06,  1.169457076694999E-02,  1.439067793058503E+02,  1.467906316424644E+02,  1.922292678146384E+01,  2.008160465798385E+01,  3.078351545978887E+04,
2452000.500000000, A.D. 2001-Apr-01 00:00:00.0000,  4.679825292688704E-02,  1.828132217290530E+01,  7.723736336415387E-01,  7.396544823992591E+01,  9.490474889887487E+01,  2.439223657403734E+06,  1.173490004992909E-02,  1.499349708208605E+02,  1.524910465835334E+02,  1.917885928035661E+01,  2.007639638780791E+01,  3.067772187818296E+04,
2452400.500000000, A.D. 2002-May-06 00:00:00.0000,  4.871147658733501E-02,  1.821320030863227E+01,  7.722764364260511E-01,  7.396373909547978E+01,  9.465201270980729E+01,  2.439242113987026E+06,  1.176528749273378E-02,  1.548121943830064E+02,  1.570629140787336E+02,  1.914582154664707E+01,  2.007844278466187E+01,  3.059848730618229E+04,
2452800.500000000, A.D. 2003-Jun-10 00:00:00.0000,  4.983268723164790E-02,  1.817773976715675E+01,  7.719775258398018E-01,  7.390900642517920E+01,  9.537486117552638E+01,  2.439323847920851E+06,  1.177887627931282E-02,  1.587398174996429E+02,  1.606962178281638E+02,  1.913109356940005E+01,  2.008444737164336E+01,  3.056318713800111E+04,
2453200.500000000, A.D. 2004-Jul-14 00:00:00.0000,  5.008118688411872E-02,  1.817443125624740E+01,  7.721419052979475E-01,  7.400335208552642E+01,  9.637059392717475E+01,  2.439424685196605E+06,  1.177747100361962E-02,  1.622442593982254E+02,  1.638954862567663E+02,  1.913261534070732E+01,  2.009079942516724E+01,  3.056683390596841E+04,
2453600.500000000, A.D. 2005-Aug-18 00:00:00.0000,  4.944917102033750E-02,  1.820209954044574E+01,  7.719598263135352E-01,  7.395347090582678E+01,  9.762774737081675E+01,  2.439517951167787E+06,  1.176235665270790E-02,  1.656439619436593E+02,  1.669692807798546E+02,  1.914900180559958E+01,  2.009590407075342E+01,  3.060611156669201E+04,
2454000.500000000, A.D. 2006-Sep-22 00:00:00.0000,  4.809540759550075E-02,  1.825396491152316E+01,  7.719524700746192E-01,  7.399209795259797E+01,  9.849768180895298E+01,  2.439569739532612E+06,  1.173729094113203E-02,  1.693780341075197E+02,  1.703370875391901E+02,  1.917625469734721E+01,  2.009854448317125E+01,  3.067147281306797E+04,
2454400.500000000, A.D. 2007-Oct-27 00:00:00.0000,  4.622715666872952E-02,  1.832310417589248E+01,  7.719222384272839E-01,  7.402720504569150E+01,  9.889965005728230E+01,  2.439568060158056E+06,  1.170529616746979E-02,  1.736181012361335E+02,  1.741748665367627E+02,  1.921118252003782E+01,  2.009926086418317E+01,  3.075530895155620E+04,
2454800.500000000, A.D. 2008-Nov-30 00:00:00.0000,  4.435987605846233E-02,  1.839145304245231E+01,  7.718935894490662E-01,  7.404520838622589E+01,  9.850670481174359E+01,  2.439491833580506E+06,  1.167430549634018E-02,  1.787180485227306E+02,  1.788257884976447E+02,  1.924516623119251E+01,  2.009887941993272E+01,  3.083695215213082E+04,
2455200.500000000, A.D. 2010-Jan-04 00:00:00.0000,  4.315594149620938E-02,  1.843637973935140E+01,  7.720824402155904E-01,  7.397812830998036E+01,  9.737408172989554E+01,  2.470244033701388E+06,  1.165364631827322E-02,  1.846879788670006E+02,  1.843044653080738E+02,  1.926790428962920E+01,  2.009942883990700E+01,  3.089161882624761E+04,
2455600.500000000, A.D. 2011-Feb-08 00:00:00.0000,  4.312834803111619E-02,  1.844037195995382E+01,  7.723165402772466E-01,  7.393294459892655E+01,  9.579170582852203E+01,  2.470096175765302E+06,  1.165036605679590E-02,  1.911200710936039E+02,  1.902149152347860E+02,  1.927152081683101E+01,  2.010266967370820E+01,  3.090031662910751E+04,
2456000.500000000, A.D. 2012-Mar-14 00:00:00.0000,  4.432941458191544E-02,  1.840000990821575E+01,  7.723803610647993E-01,  7.393389269917189E+01,  9.475171145265129E+01,  2.469976410936110E+06,  1.166672059660385E-02,  1.969469520253838E+02,  1.955410801092272E+02,  1.925350658372116E+01,  2.010700325922657E+01,  3.085700021862142E+04,
2456400.500000000, A.D. 2013-Apr-18 00:00:00.0000,  4.617392844383735E-02,  1.833391360421230E+01,  7.730612374493042E-01,  7.382729932368336E+01,  9.483383065835129E+01,  2.469933856625268E+06,  1.169592478845702E-02,  2.017148787755006E+02,  1.998573605550640E+02,  1.922144314455634E+01,  2.010897268490037E+01,  3.077995169354136E+04,
2456800.500000000, A.D. 2014-May-23 00:00:00.0000,  4.803665351793444E-02,  1.826280878746541E+01,  7.730675813480890E-01,  7.384313690814143E+01,  9.573731915934975E+01,  2.469973590964266E+06,  1.172985210448908E-02,  2.054815912301757E+02,  2.032359677033548E+02,  1.918436130440813E+01,  2.010591382135085E+01,  3.069092404517411E+04,
2457200.500000000, A.D. 2015-Jun-27 00:00:00.0000,  4.934281605916671E-02,  1.820854755990698E+01,  7.729333177447059E-01,  7.387096771611047E+01,  9.701352962904494E+01,  2.470057734967863E+06,  1.175808237044300E-02,  2.088235721917324E+02,  2.062384577183713E+02,  1.915364220404422E+01,  2.009873684818147E+01,  3.061723745914162E+04,
2457600.500000000, A.D. 2016-Jul-31 00:00:00.0000,  4.987281476114602E-02,  1.817997188546674E+01,  7.719463183445725E-01,  7.397756767690539E+01,  9.826780902082879E+01,  2.470161927402420E+06,  1.177596102422658E-02,  2.120771205004569E+02,  2.091958749725085E+02,  1.913425083284660E+01,  2.008852978022646E+01,  3.057075335587262E+04,
2458000.500000000, A.D. 2017-Sep-04 00:00:00.0000,  4.949851944321012E-02,  1.818444588352400E+01,  7.723863254320170E-01,  7.394236659315662E+01,  9.926319365211307E+01,  2.470249817093079E+06,  1.177857204684125E-02,  2.157205360945617E+02,  2.125692282661249E+02,  1.913142299670256E+01,  2.007840010988111E+01,  3.056397656425119E+04,
2458400.500000000, A.D. 2018-Oct-09 00:00:00.0000,  4.841375910604048E-02,  1.821661690042613E+01,  7.705694753472244E-01,  7.408454109496212E+01,  9.951630392678601E+01,  2.470303894076599E+06,  1.176749973125026E-02,  2.199268134026590E+02,  2.165263443919767E+02,  1.914342191761062E+01,  2.007022693479512E+01,  3.059273492430760E+04,
2458800.500000000, A.D. 2019-Nov-13 00:00:00.0000,  4.684437568508944E-02,  1.827210725453494E+01,  7.700605230101233E-01,  7.411340841402323E+01,  9.898377149807595E+01,  2.470292497610969E+06,  1.174292595566563E-02,  2.250503229717092E+02,  2.214048545776803E+02,  1.917011953600776E+01,  2.006813181748057E+01,  3.065675465885995E+04,
2459200.500000000, A.D. 2020-Dec-17 00:00:00.0000,  4.519456648924774E-02,  1.834060481494216E+01,  7.691553813172062E-01,  7.415770521470097E+01,  9.731986279306692E+01,  2.470191081012055E+06,  1.170753316514078E-02,  2.313274082971943E+02,  2.274251263860850E+02,  1.920873527866830E+01,  2.007686574239443E+01,  3.074943243141102E+04,
2459600.500000000, A.D. 2022-Jan-21 00:00:00.0000,  4.401793535635159E-02,  1.840555622816712E+01,  7.704293409580377E-01,  7.409132812365442E+01,  9.475065824151073E+01,  2.469999351172465E+06,  1.166714917173692E-02,  2.386750521561587E+02,  2.344898991866764E+02,  1.925303508181189E+01,  2.010051393545666E+01,  3.085586673324463E+04,
2460000.500000000, A.D. 2023-Feb-25 00:00:00.0000,  4.387294603050425E-02,  1.844184764769426E+01,  7.690638164122108E-01,  7.413932665966257E+01,  9.208125858131342E+01,  2.469792971539484E+06,  1.163537324590858E-02,  2.460609386381703E+02,  2.415706413378741E+02,  1.928807219828195E+01,  2.013429674886964E+01,  3.094013336672194E+04,
2460400.500000000, A.D. 2024-Mar-31 00:00:00.0000,  4.473798425611838E-02,  1.843848845103891E+01,  7.709265092173142E-01,  7.406721240563932E+01,  9.071518345658427E+01,  2.469667224142470E+06,  1.162276198347354E-02,  2.522950709255597E+02,  2.474986131049303E+02,  1.930202200773208E+01,  2.016555556442524E+01,  3.097370491728950E+04,
2460800.500000000, A.D. 2025-May-05 00:00:00.0000,  4.607050893256584E-02,  1.840575243628446E+01,  7.715855564767832E-01,  7.404360798910926E+01,  9.078049182978820E+01,  2.469653097258577E+06,  1.162940786908959E-02,  2.570495357792244E+02,  2.519767398681680E+02,  1.929466759192933E+01,  2.018358274757420E+01,  3.095600429982879E+04,
2461200.500000000, A.D. 2026-Jun-09 00:00:00.0000,  4.728861320692925E-02,  1.835966598357655E+01,  7.727969472707723E-01,  7.401589445965902E+01,  9.206117651253626E+01,  2.469735488709524E+06,  1.165087181303460E-02,  2.605599406196380E+02,  2.552732971683664E+02,  1.927096310392297E+01,  2.018226022426940E+01,  3.089897526786314E+04,
2461600.500000000, A.D. 2027-Jul-14 00:00:00.0000,  4.807787186769202E-02,  1.831341223226831E+01,  7.715652356098833E-01,  7.402766700236539E+01,  9.398060960478242E+01,  2.469875154693127E+06,  1.168050932341955E-02,  2.633478187088505E+02,  2.579215497081647E+02,  1.923835121702614E+01,  2.016329020178398E+01,  3.082057383218692E+04,
2462000.500000000, A.D. 2028-Aug-17 00:00:00.0000,  4.835323547176203E-02,  1.827494962975928E+01,  7.734518642164291E-01,  7.401137312462620E+01,  9.613468030319223E+01,  2.470035772015026E+06,  1.171232012272674E-02,  2.658883218868304E+02,  2.603939895290247E+02,  1.920350103729798E+01,  2.013205244483668E+01,  3.073686479090092E+04,
2462400.500000000, A.D. 2029-Sep-21 00:00:00.0000,  4.815349491758909E-02,  1.825239250599465E+01,  7.727947810519629E-01,  7.401646040009000E+01,  9.785622287041632E+01,  2.470169369349347E+06,  1.173773321288938E-02,  2.688110842115705E+02,  2.633096337116764E+02,  1.917577299337182E+01,  2.009915348074899E+01,  3.067031712772944E+04,
2462800.500000000, A.D. 2030-Oct-26 00:00:00.0000,  4.758462289058242E-02,  1.824626356989171E+01,  7.721004935159281E-01,  7.401663208221191E+01,  9.896269972995037E+01,  2.470258940346481E+06,  1.175417725929768E-02,  2.723321700895650E+02,  2.668789194700150E+02,  1.915788426817420E+01,  2.006950496645670E+01,  3.062740947821220E+04,
2463200.500000000, A.D. 2031-Nov-30 00:00:00.0000,  4.681040809937234E-02,  1.826034244331851E+01,  7.716467558466691E-01,  7.401501942600346E+01,  9.893782131374323E+01,  2.470263803786625E+06,  1.175490475427993E-02,  2.769715367376762E+02,  2.716168559617409E+02,  1.915709382317950E+01,  2.005384520304050E+01,  3.062551398971778E+04,
2463600.500000000, A.D. 2033-Jan-03 00:00:00.0000,  4.620244836692192E-02,  1.828859495200965E+01,  7.729611837372283E-01,  7.404576016753633E+01,  9.765118135311316E+01,  2.470173213548337E+06,  1.173889847595973E-02,  2.828435829445108E+02,  2.776217898167275E+02,  1.917450398220900E+01,  2.006041301240835E+01,  3.066727263526892E+04,
2464000.500000000, A.D. 2034-Feb-07 00:00:00.0000,  4.625981662947679E-02,  1.832223211757424E+01,  7.721605819078209E-01,  7.403696129137801E+01,  9.526521226506384E+01,  2.469990544098761E+06,  1.170553058602396E-02,  2.898833555903238E+02,  2.848051297670173E+02,  1.921092603315021E+01,  2.009961994872618E+01,  3.075469303628395E+04,
2464400.500000000, A.D. 2035-Mar-14 00:00:00.0000,  4.721682987819175E-02,  1.834435516867446E+01,  7.720824949533155E-01,  7.403876280530373E+01,  9.287946702183314E+01,  2.469803276843429E+06,  1.166677961928885E-02,  2.969669932355143E+02,  2.920183673071543E+02,  1.925344164751485E+01,  2.016252812635526E+01,  3.085684411187531E+04,
2464800.500000000, A.D. 2036-Apr-17 00:00:00.0000,  4.881564856346721E-02,  1.835115217940771E+01,  7.735873385180194E-01,  7.410147551136231E+01,  9.117215297610994E+01,  2.469670176980156E+06,  1.163096085513685E-02,  3.033609776666458E+02,  2.985326201382206E+02,  1.929295004873950E+01,  2.023474791807130E+01,  3.095187100049475E+04,
2465200.500000000, A.D. 2037-May-22 00:00:00.0000,  5.035314774841031E-02,  1.834150157325487E+01,  7.736678267972144E-01,  7.411267176600316E+01,  9.093665151396522E+01,  2.469647024957259E+06,  1.161193035394286E-02,  3.083672618792398E+02,  3.036649639568743E+02,  1.931402344963037E+01,  2.028654532600586E+01,  3.100259724497583E+04,
2465600.500000000, A.D. 2038-Jun-26 00:00:00.0000,  5.134027710475190E-02,  1.832259419419351E+01,  7.727328459756367E-01,  7.406129225491284E+01,  9.191514515633234E+01,  2.469714521651763E+06,  1.161178009820550E-02,  3.122288852604739E+02,  3.076814189647835E+02,  1.931419006414032E+01,  2.030578593408713E+01,  3.100299841672293E+04,
2466000.500000000, A.D. 2039-Jul-31 00:00:00.0000,  5.152400703963156E-02,  1.830031159120139E+01,  7.723364300718386E-01,  7.402864060181705E+01,  9.365942747486267E+01,  2.469844658446467E+06,  1.162961510974950E-02,  3.152939168466916E+02,  3.109458425846461E+02,  1.929443836958145E+01,  2.028856514796151E+01,  3.095545266138686E+04,
2466400.500000000, A.D. 2040-Sep-03 00:00:00.0000,  5.099885045907514E-02,  1.828189427663213E+01,  7.728170352704138E-01,  7.406479028777494E+01,  9.544356063973997E+01,  2.469985028954990E+06,  1.165686782113285E-02,  3.182156197706557E+02,  3.141311217874817E+02,  1.926435419543581E+01,  2.024681411423950E+01,  3.088308158966618E+04,
2466800.500000000, A.D. 2041-Oct-08 00:00:00.0000,  4.980756988372959E-02,  1.826829807446095E+01,  7.711828152071761E-01,  7.390227172120895E+01,  9.737771958265333E+01,  2.470123228254540E+06,  1.169186438990182E-02,  3.211511118434195E+02,  3.173916313704379E+02,  1.922589308801960E+01,  2.018348810157824E+01,  3.079064108124018E+04,
2467200.500000000, A.D. 2042-Nov-12 00:00:00.0000,  4.815194591145321E-02,  1.826097316402961E+01,  7.709581919649716E-01,  7.385812760602680E+01,  9.884215984355542E+01,  2.470235393683492E+06,  1.172948964289357E-02,  3.244022459722025E+02,  3.210274231085268E+02,  1.918475652242166E+01,  2.010853988081371E+01,  3.069187244801479E+04,
2467600.500000000, A.D. 2043-Dec-17 00:00:00.0000,  4.642222474335929E-02,  1.826070525484216E+01,  7.709682573551662E-01,  7.384285329135238E+01,  9.954396173210908E+01,  2.470291170588793E+06,  1.176173566579214E-02,  3.283530437708970E+02,  3.254185094531852E+02,  1.914967580901052E+01,  2.003864636317887E+01,  3.060772748422029E+04,
2468000.500000000, A.D. 2045-Jan-20 00:00:00.0000,  4.515671623513415E-02,  1.826694023291914E+01,  7.712385769345057E-01,  7.388251357012736E+01,  9.908881910066243E+01,  2.470261058789448E+06,  1.177912386459317E-02,  3.333725980158931E+02,  3.309312020617795E+02,  1.913082549095821E+01,  1.999471074899728E+01,  3.056254473069282E+04,
2468400.500000000, A.D. 2046-Feb-24 00:00:00.0000,  4.489824669661641E-02,  1.827519565565031E+01,  7.707716153890098E-01,  7.374622288770570E+01,  9.793026527174354E+01,  2.470161428928785E+06,  1.177592319621984E-02,  3.392634361806284E+02,  3.373414425336874E+02,  1.913429180968666E+01,  1.999338796372301E+01,  3.057085155884532E+04,
2468800.500000000, A.D. 2047-Mar-31 00:00:00.0000,  4.582044893718654E-02,  1.828135205050223E+01,  7.714691971915496E-01,  7.395214069443809E+01,  9.621630693835102E+01,  2.470044080448802E+06,  1.175293253634030E-02,  3.453842828817248E+02,  3.439819638094626E+02,  1.915923688590846E+01,  2.003712172131469E+01,  3.063065314863954E+04,
2469200.500000000, A.D. 2048-May-04 00:00:00.0000,  4.763927793088076E-02,  1.828369664287730E+01,  7.715611262858459E-01,  7.401573970639518E+01,  9.521776727166088E+01,  2.469970790649720E+06,  1.171708975799125E-02,  3.509744353174954E+02,  3.500647148191584E+02,  1.919828928176894E+01,  2.011288192066058E+01,  3.072435284149581E+04,
2469600.500000000, A.D. 2049-Jun-08 00:00:00.0000,  4.960429113590362E-02,  1.828352024265297E+01,  7.715551613675721E-01,  7.405728478786831E+01,  9.519014167572467E+01,  2.469971322483823E+06,  1.168101357455504E-02,  3.556684175327168E+02,  3.552108890470483E+02,  1.923779755330046E+01,  2.019207486394794E+01,  3.081924335608979E+04,
2470000.500000000, A.D. 2050-Jul-13 00:00:00.0000,  5.108506737479045E-02,  1.828307490642258E+01,  7.716151662358480E-01,  7.399368688197784E+01,  9.603283796543977E+01,  2.470031461176870E+06,  1.165415037309420E-02,  3.596391737890318E+02,  3.595998012330589E+02,  1.926734871358990E+01,  2.025162252075722E+01,  3.089028272975846E+04,
$$EOE
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
Coordinate system description:

  Ecliptic and Mean Equinox of Reference Epoch

    Reference epoch: J2000.0
    XY-plane: plane of the Earth's orbit at the reference epoch
              Note: obliquity of 84381.448 arcseconds wrt ICRF equator (IAU76)
    X-axis  : out along ascending node of instantaneous plane of the Earth's
              orbit and the Earth's mean equator at the reference epoch
    Z-axis  : perpendicular to the xy-plane in the directional (+ or -) sense
              of Earth's north pole at the reference epoch.

  Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      EC     Eccentricity, e                                                   
      QR     Periapsis distance, q (au)                                        
      IN     Inclination w.r.t XY-plane, i (degrees)                           
      OM     Longitude of Ascending Node, OMEGA, (degrees)                     
      W      Argument of Perifocus, w (degrees)                                
      Tp     Time of periapsis (Julian Day Number)                             
      N      Mean motion, n (degrees/day)                                      
      MA     Mean anomaly, M (degrees)                                         
      TA     True anomaly, nu (degrees)                                        
      A      Semi-major axis, a (au)                                           
      AD     Apoapsis distance (au)                                            
      PR     Sidereal orbit period (day)                                       

Geometric states/elements have no aberrations applied.

 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information: http://ssd.jpl.nasa.gov/
     Connect    : telnet://ssd.jpl.nasa.gov:6775  (via browser)
                  http://ssd.jpl.nasa.gov/?horizons
                  telnet ssd.jpl.nasa.gov 6775    (via command-line)
     Author     : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
